(0, 32)
(0, 37)
(0, 40)
(0, 46)
(0, 13)
(0, 14)
(0, 15)
(0, 16)
(0, 18)
(0, 19)
(0, 21)
(0, 22)
(0, 23)
(0, 24)
(0, 25)
(0, 47)
(0, 29)
(0, 30)
(1, 34)
(1, 38)
(1, 40)
(1, 47)
(1, 13)
(1, 15)
(1, 16)
(1, 17)
(1, 18)
(1, 19)
(1, 20)
(1, 22)
(1, 26)
(1, 27)
(1, 28)
(1, 30)
(2, 13)
(2, 14)
(2, 15)
(2, 16)
(2, 17)
(2, 18)
(2, 20)
(2, 21)
(2, 22)
(2, 23)
(2, 25)
(2, 26)
(2, 28)
(2, 31)
(2, 32)
(2, 33)
(2, 36)
(2, 37)
(2, 38)
(2, 43)
(2, 44)
(2, 46)
(2, 47)
(2, 48)
(2, 49)
(3, 16)
(3, 13)
(3, 14)
(3, 15)
(4, 33)
(4, 13)
(4, 14)
(4, 15)
(4, 16)
(4, 17)
(4, 18)
(4, 23)
(4, 24)
(5, 33)
(5, 45)
(5, 36)
(5, 42)
(5, 13)
(5, 14)
(5, 15)
(5, 16)
(5, 18)
(5, 19)
(5, 20)
(5, 22)
(5, 23)
(5, 24)
(5, 47)
(5, 30)
(6, 48)
(6, 42)
(6, 13)
(6, 14)
(6, 47)
(6, 16)
(6, 17)
(6, 19)
(6, 29)
(7, 36)
(7, 44)
(7, 13)
(7, 14)
(7, 17)
(7, 18)
(7, 19)
(7, 20)
(7, 21)
(7, 22)
(7, 25)
(7, 27)
(7, 28)
(7, 29)
(8, 32)
(8, 36)
(8, 41)
(8, 42)
(8, 46)
(8, 13)
(8, 14)
(8, 15)
(8, 16)
(8, 17)
(8, 19)
(8, 20)
(8, 21)
(8, 26)
(8, 30)
(9, 34)
(9, 36)
(9, 38)
(9, 41)
(9, 42)
(9, 44)
(9, 13)
(9, 14)
(9, 15)
(9, 17)
(9, 19)
(9, 20)
(9, 46)
(9, 24)
(9, 25)
(9, 28)
(9, 30)
(10, 35)
(10, 42)
(10, 13)
(10, 14)
(10, 15)
(10, 16)
(10, 18)
(10, 22)
(10, 30)
(11, 34)
(11, 36)
(11, 39)
(11, 43)
(11, 13)
(11, 14)
(11, 15)
(11, 17)
(11, 19)
(11, 21)
(12, 45)
(12, 38)
(12, 39)
(12, 41)
(12, 43)
(12, 13)
(12, 14)
(12, 15)
(12, 16)
(12, 17)
(12, 18)
(12, 21)
(12, 23)
(12, 24)
(13, 14)
(13, 15)
(13, 16)
(13, 17)
(13, 18)
(13, 19)
(13, 20)
(13, 21)
(13, 22)
(13, 23)
(13, 24)
(13, 25)
(13, 26)
(13, 27)
(13, 28)
(13, 29)
(13, 33)
(13, 35)
(13, 38)
(13, 39)
(13, 40)
(13, 42)
(13, 43)
(13, 44)
(13, 46)
(14, 15)
(14, 16)
(14, 17)
(14, 18)
(14, 19)
(14, 20)
(14, 21)
(14, 23)
(14, 24)
(14, 25)
(14, 26)
(14, 27)
(14, 28)
(14, 29)
(14, 31)
(14, 37)
(14, 39)
(14, 43)
(14, 44)
(14, 45)
(14, 46)
(14, 47)
(14, 49)
(15, 16)
(15, 17)
(15, 18)
(15, 20)
(15, 21)
(15, 22)
(15, 23)
(15, 24)
(15, 25)
(15, 26)
(15, 27)
(15, 29)
(15, 30)
(15, 31)
(15, 32)
(15, 34)
(15, 36)
(15, 40)
(15, 41)
(15, 44)
(15, 45)
(15, 46)
(15, 47)
(15, 49)
(16, 17)
(16, 18)
(16, 19)
(16, 20)
(16, 21)
(16, 22)
(16, 25)
(16, 26)
(16, 27)
(16, 30)
(16, 31)
(16, 32)
(16, 34)
(16, 36)
(16, 37)
(16, 40)
(16, 43)
(16, 44)
(16, 45)
(16, 48)
(16, 49)
(17, 18)
(17, 19)
(17, 20)
(17, 21)
(17, 22)
(17, 23)
(17, 24)
(17, 25)
(17, 26)
(17, 27)
(17, 30)
(17, 31)
(17, 32)
(17, 37)
(17, 39)
(17, 40)
(17, 41)
(17, 43)
(17, 46)
(17, 47)
(18, 19)
(18, 20)
(18, 21)
(18, 22)
(18, 23)
(18, 25)
(18, 26)
(18, 27)
(18, 30)
(18, 32)
(18, 33)
(18, 35)
(18, 38)
(18, 39)
(18, 40)
(18, 41)
(18, 49)
(19, 20)
(19, 25)
(19, 26)
(19, 29)
